genero,nome,data_nascimento,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,salario_bruto
masculino,JOSÉ BENITO PRIANTE JÚNIOR,1963-12-02,244951.04,14028.01,21611.02,36293.55,46059.11,26042.21,30264.32,17847.28,45184.97,5617.88,1912.68,90.01,,990861.14,97088.45,100844.39,98958.69,98302.8,98302.8,98302.8,98302.8,101247.86,101450.97,98059.58,,,74,18,15,2,0,0,33763.0
masculino,JOSIVALDO DOS SANTOS MELO,1983-11-29,285152.49,21390.12,50216.34,69141.88,54516.89,31532.54,14146.15,9948.48,25223.1,5493.0,3348.14,195.85,,1087475.42,109834.64,109133.04,108673.14,108126.11,109322.96,109689.09,110179.61,108448.1,109154.46,104914.27,,,88,4,0,29,6,0,33763.0
masculino,JOSIAS GOMES DA SILVA,1956-10-14,255965.93999999997,37812.96,42560.03,33851.36,34320.23,29429.08,28432.62,49159.66,400.0,,,,,763624.5699999998,0.0,0.0,0.0,102768.71,105042.36,111420.19,111471.35,110889.2,110889.2,111143.56,,,53,15,1,14,14,8,33763.0
masculino,JOSIMAR CUNHA RODRIGUES,1976-11-13,164211.32000000004,36371.45,47905.56,52338.19,17061.07,511.98,4108.54,3611.78,2302.75,,,,,1100076.94,111471.6,111471.6,110571.71,110320.31,111471.6,111471.6,111508.56,109200.21,106309.55,106280.2,,,41,2,2,0,0,0,33763.0
masculino,JOSEILDO RIBEIRO RAMOS,1957-08-23,400810.50999999995,60500.14,44516.13,51988.63,37649.8,23871.94,49876.84,34364.16,32616.98,28446.92,36561.73,417.24,,1113579.4,110975.34,111192.49,111192.49,111134.29,111501.09,111538.26,111538.26,111538.26,111538.26,111430.66,,,84,8,5,33,2,2,33763.0
masculino,JOSÉ ALVES ROCHA,1948-08-18,354547.78,25275.02,33000.03,37777.87,42689.97,36822.12,29942.35,43118.28,38255.35,34624.45,20042.34,13000.0,,1116171.1,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,,,82,10,0,43,44,30,33763.0
masculino,JUAREZ ALVES DA COSTA,1960-01-20,292602.49000000005,33762.77,33266.96,40259.36,37858.68,49103.29,26328.45,25776.41,20924.48,16871.27,8450.82,0.0,,1107779.47,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,109674.42,108806.09,,,76,16,2,30,14,4,33763.0
masculino,GULLIEM CHARLES BEZERRA LEMOS,1976-01-05,289412.75999999995,38644.26,43307.15,46413.68,34292.95,40271.63,18048.99,23755.06,10112.59,13734.9,20831.55,0.0,,1073734.8800000001,106277.34,110741.87,107850.38,102147.71,106945.98,111544.27,111280.11,111064.87,110913.41,94968.94,,,82,10,7,11,15,13,33763.0
masculino,JÚLIO CÉSAR DE CARVALHO LIMA,1948-08-25,336363.06,48212.84,33482.83,56838.12,35813.07,40211.43,44250.16,29186.93,16972.21,8076.85,23318.62,0.0,,1114549.89,111538.26,111538.26,111538.26,111538.26,111538.26,111501.88,111501.88,111161.8,111501.88,111191.15,,,86,6,2,29,3,2,33763.0
masculino,JULIO CESAR RIBEIRO,1975-02-24,264972.41000000003,26890.1,28619.85,35118.26,31477.2,38418.47,33269.13,13143.92,14635.22,24623.7,18776.56,0.0,,1094014.85,110759.02,105263.07,106792.55,108795.61,111223.92,109230.11,110628.48,110962.29,111235.06,109124.74,,,87,5,3,60,12,6,33763.0
masculino,JÚLIO CÉSAR DELGADO,1966-11-18,248637.15,23586.52,35296.45,37276.65,34364.11,56841.53,17475.27,17669.93,11169.38,4631.02,9882.75,443.54,,1109806.59,110986.45,110986.45,111235.3,111531.3,111550.51,109027.34,111593.02,110694.89,111562.28,110639.05,,,91,1,1,48,31,31,33763.0
masculino,GERALDO JUNIO DO AMARAL,1987-06-30,181155.78,18060.29,15136.46,25610.69,31335.45,31129.39,17956.64,18110.53,6532.7,3657.75,12777.63,848.25,,1058167.4200000002,111244.01,111568.64,104078.91,107929.17,107929.17,107929.17,104584.75,101899.75,98331.82,102672.03,,,91,1,0,30,0,0,33763.0
masculino,ROGERIO TEIXEIRA JUNIOR,1976-10-23,341881.97,33072.15,34365.28,31977.44,39661.39,44814.09,26560.48,25486.9,17046.65,12279.37,74480.11,2138.11,,1112183.7699999998,108921.19,110894.43,111659.58,111659.58,111659.58,111659.58,111659.58,111430.45,111319.9,111319.9,,,90,2,2,25,22,22,33763.0
masculino,JOSE LOURENÇO BOMFIM JUNIOR,1978-10-18,331069.50999999995,11881.07,43757.09,57829.96,32636.52,44333.41,47598.39,27942.49,30668.11,18880.73,15541.74,0.0,,1115892.6400000004,111524.91,111594.6,111623.2,111623.2,111592.68,111586.81,111586.81,111586.81,111586.81,111586.81,,,54,38,26,0,21,20,33763.0
masculino,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,1985-04-16,277111.84,35529.67,16147.74,37180.59,37869.41,76496.63,42600.85,18616.9,5577.94,2414.69,4677.42,0.0,,1107574.02,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,110753.12,109724.67,109724.67,,,67,25,17,6,33,30,33763.0
masculino,JOÃO FERRARI JÚNIOR,1967-07-13,101898.88,8680.31,8762.84,8003.19,21597.73,19604.33,15478.69,6864.46,622.21,109.48,11725.84,449.8,,1110371.2399999998,110937.81,110937.81,110937.81,110654.13,111456.53,111089.43,111089.43,111089.43,111089.43,111089.43,,,90,2,2,9,3,3,33763.0
masculino,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,1984-11-06,391234.28,39558.44,52848.98,44643.51,50698.44,48470.78,55791.11,40356.17,36000.27,18177.58,4637.09,51.91,,1109745.44,110507.02,110507.02,111186.79,111532.15,110332.3,110764.64,111228.88,111228.88,111228.88,111228.88,,,85,7,3,1,1,1,33763.0
masculino,KIM PATROCA KATAGUIRI,1996-01-28,207975.09999999998,15889.67,9310.42,33877.21,35453.98,36648.4,30223.62,22699.49,16601.85,3139.41,4131.05,0.0,,765446.22,75731.76,77161.59,78158.12,78158.12,78158.12,78158.12,71671.03,74027.3,75335.08,78886.98,,,84,8,4,62,15,12,33763.0
masculino,LAERCIO JOSÉ DE OLIVEIRA,1959-04-15,311444.97,20598.89,31888.12,37935.34,49827.18,37808.58,37653.44,39566.37,25894.47,5389.55,18814.62,6068.41,,1086804.0699999998,103604.23,107290.08,109521.54,109909.05,111647.51,111647.51,111647.51,107801.38,106867.63,106867.63,,,72,20,6,16,12,7,33763.0
masculino,LAFAYETTE LUIZ DOORGAL DE ANDRADA,1966-10-17,384049.4199999999,29251.73,39861.64,52826.59,42134.64,41334.11,44226.72,44285.13,35678.49,26877.94,24405.7,3166.73,,1104641.3800000001,111544.46,111544.46,111544.46,111544.46,111263.26,110390.91,109863.03,108952.78,109202.03,108791.53,,,87,5,0,59,27,27,33763.0
masculino,LEONARDO CUNHA DE BRITO,1979-04-13,424565.89999999997,64865.56,69430.57,43427.25,44023.23,56266.09,40451.85,28627.98,32993.68,24136.85,19519.34,823.5,,1093959.42,104448.63,109685.94,109463.1,109785.38,109997.68,108567.57,109778.55,109943.69,110738.33,111550.55,,,86,6,2,36,14,9,33763.0
masculino,LEONARDO BARRETO DE MORAES,1984-01-11,221773.94000000003,13458.24,17561.59,41858.77,39472.79,46876.47,27265.7,10199.77,4604.15,1514.89,18486.41,475.16,,958890.87,109730.68,109730.68,104705.05,78211.65,98387.94,102628.37,103449.01,93605.55,69793.32,88648.62,,,81,11,3,61,6,1,33763.0
masculino,ELIEL MÁRCIO DO CARMO,1973-10-26,275057.6,31696.46,33415.26,41054.56,36954.21,40691.83,31408.7,21963.05,10012.55,6213.1,20620.89,1026.99,,1074173.9700000002,111342.23,108446.45,105583.01,110106.32,109512.89,108231.6,106012.51,105725.06,103118.9,106095.0,,,79,13,8,12,21,20,33763.0
masculino,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,1957-06-03,283122.62999999995,32267.47,34350.83,36617.13,40189.49,36516.96,25613.05,35368.62,14652.5,7798.15,18180.68,1567.75,,1004787.4800000002,95364.13,97315.51,97580.89,100457.1,101325.85,102548.8,102548.8,102548.8,102548.8,102548.8,,,85,7,0,48,23,18,33763.0
masculino,JOSÉ LEONARDO COSTA MONTEIRO,1951-10-09,370539.54000000004,30287.88,38974.45,44293.05,49461.68,42783.49,32773.39,37659.13,39429.92,28141.96,26644.63,89.96,,1115073.98,111277.54,111461.68,111544.44,111544.44,111544.44,111549.09,111399.39,111591.36,111580.8,111580.8,,,90,2,0,78,33,31,33763.0
masculino,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,1976-10-28,350641.16000000003,30310.76,39689.23,42708.93,44491.12,47331.8,40167.99,35099.32,30877.77,25888.18,13973.4,102.66,,1095791.23,111466.21,110033.89,110033.89,110625.91,111513.95,110154.4,103839.72,109962.87,110185.54,107974.85,,,82,10,4,29,54,43,33763.0
masculino,LOESTER CARLOS GOMES DE SOUZA,1982-09-21,427961.76,51222.08,55278.77,68803.71,41378.22,24009.95,28151.93,27178.56,45367.11,40789.46,45377.79,404.18,,1058613.72,108697.08,108954.19,109105.86,109798.14,111299.32,95357.9,101706.13,105392.98,105314.71,102987.41,,,66,26,25,8,0,0,33763.0
masculino,LINCOLN DINIZ PORTELA,1953-11-03,302380.75,24877.94,37260.0,28541.76,33349.11,37659.28,37644.95,32037.05,27785.28,19637.79,23587.59,0.0,,1095515.6099999999,111204.76,111204.76,111204.76,110871.12,105937.25,106809.84,108941.95,109398.07,109763.49,110179.61,,,86,6,1,9,0,0,33763.0
masculino,LUCAS DE VASCONCELOS GONZALEZ,1988-12-21,141356.57999999996,14001.15,13315.11,17768.47,23175.15,28588.17,17992.12,7639.28,4616.15,6645.82,7490.33,124.83,,677075.0800000001,68437.72,62951.08,63166.33,67438.96,71384.5,74468.04,66881.33,62426.29,60148.68,79772.15,,,88,4,2,31,16,15,33763.0
masculino,LUCAS BELLO REDECKER,1981-05-26,297861.04000000004,18366.95,19763.29,37306.39,48214.9,50732.7,27914.6,43469.68,18833.03,14310.9,17733.59,1215.01,,1105699.5400000003,111417.0,110962.07,109414.5,108345.27,110762.68,110962.07,110758.96,110962.07,110962.07,111152.85,,,85,7,3,49,6,2,33763.0
masculino,LOURIVAL GOMES DE ALMEIDA,1955-07-22,314643.56,14519.64,25717.22,37716.76,46990.2,74614.42,33015.39,23533.31,15875.95,17628.0,24074.18,958.49,,1105692.88,111124.38,110908.22,111228.05,111285.85,111586.93,111489.89,110688.82,111413.02,111471.72,104496.0,,,86,6,3,14,7,5,33763.0
masculino,LUCIANO CALDAS BIVAR,1944-11-29,185857.07,18381.42,23290.8,32989.31,19048.08,43618.09,14831.36,14148.53,7726.22,9042.28,2778.63,2.35,,996599.97,91073.95,93911.18,93911.18,88454.35,95106.71,98832.14,103178.96,109418.54,111356.48,111356.48,,,51,41,0,0,0,0,33763.0
masculino,LUCAS DE CASTRO SANTOS,1987-04-08,228649.05,22480.5,18432.79,22998.58,21079.17,26003.4,20905.29,18201.85,23018.52,21902.15,33626.8,0.0,,1112338.73,111617.15,111617.15,111617.15,111617.15,111617.15,111617.15,109647.32,110427.08,110907.87,111653.56,,,67,25,0,19,70,58,33763.0
masculino,LUCIANO DUCCI,1955-03-23,325541.91000000003,46474.19,48810.14,35792.35,32052.26,47967.64,31152.19,36214.31,17713.75,17321.87,12043.21,0.0,,1097820.85,109566.95,109566.95,109566.95,109566.97,107107.37,108864.14,110895.38,110895.38,110895.38,110895.38,,,83,9,9,28,21,21,33763.0
masculino,LUCIO ANTONIO MOSQUINI,1969-07-23,317655.33999999997,22814.86,37943.72,37277.68,33863.39,52954.34,60039.82,35256.76,13602.35,5303.46,17979.22,619.74,,1055029.87,103573.81,103573.81,104259.44,105167.9,105078.15,105577.36,103610.02,109603.64,107559.68,107026.06,,,65,27,9,7,14,4,33763.0
masculino,LUIS HENRIQUE DE OLIVEIRA RESENDE,1971-07-23,228064.87999999998,25577.63,20154.79,20262.58,21384.26,23717.87,83724.33,12724.71,6700.3,7096.25,246.71,6475.45,,976602.4500000001,102787.88,107579.52,107414.98,106200.45,102578.95,103260.32,87097.78,88793.47,86249.93,84639.17,,,65,27,0,0,1,1,33763.0
masculino,LUIS CLAUDIO FERNANDES MIRANDA,1980-03-27,198128.85000000003,16743.53,33704.02,30605.59,26090.58,21766.24,23916.74,17430.46,16138.85,4746.41,6649.23,337.2,,1082807.76,106579.01,108384.08,109890.74,110052.17,110052.17,108853.56,107084.79,108333.76,106788.74,106788.74,,,91,1,0,65,0,0,33763.0
masculino,MÁRCIO COSTA MACÊDO,1970-09-18,170891.09,0.0,16787.66,27268.99,38765.68,38156.83,35940.77,13716.17,254.99,,,,,511532.31000000006,0.0,46665.52,53660.67,87537.03,101530.81,110745.63,111392.65,,,,,,52,2,1,8,6,4,33763.0
masculino,MÁRCIO CARLOS MARINHO,1970-12-12,377422.19999999995,28608.42,24612.71,87100.11,35803.17,42787.11,34980.07,29850.24,23287.44,13207.27,54226.75,2958.91,,1066590.8399999999,111538.42,111538.42,111538.42,111538.42,111304.79,104295.83,108413.15,103411.2,97135.73,95876.46,,,74,18,7,21,11,6,33763.0
masculino,DIONILSO MATEUS MARCON,1964-09-21,358478.31,33805.52,34685.04,46776.77,67340.35,43567.04,42706.44,25113.89,25890.66,17413.91,19958.86,1219.83,,1111935.23,111534.3,110974.31,110974.31,110974.31,111019.51,111334.03,110348.97,111528.69,111623.4,111623.4,,,82,10,9,41,11,6,33763.0
masculino,MARCO AURELIO BERTAIOLLI,1968-04-30,206196.99000000002,28128.86,30235.56,22907.7,47414.1,40248.99,17222.16,7514.38,7024.35,3337.0,2163.89,0.0,,1010254.2,104253.35,107457.85,110229.17,106982.17,106721.56,95359.26,95003.0,95003.0,95003.0,94241.84,,,88,4,3,26,3,3,33763.0
masculino,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,1991-09-19,320743.51999999996,37229.73,45797.72,35296.78,47661.27,43605.72,29896.24,19412.64,13864.08,13561.1,34248.24,170.0,,1108178.6400000001,111453.36,111453.36,111453.36,111453.36,110719.2,111453.36,110990.79,110945.59,110315.41,107940.85,,,86,6,3,3,50,45,33763.0
masculino,MÁRIO LÚCIO HERINGER,1954-09-30,274347.67999999993,35777.47,30872.8,52890.28,44007.32,33664.82,25044.69,27897.92,11606.96,7490.7,5000.0,94.72,,1106478.3699999999,108960.32,108960.32,110437.25,111355.11,110648.37,110896.1,110606.09,111538.27,111538.27,111538.27,,,78,14,11,38,24,22,33763.0
masculino,MARIO S. M. NEGROMONTE JR.,1980-08-31,284307.76,26386.19,33065.98,33489.75,58105.2,54891.47,26596.75,27166.91,10040.39,1001.41,13563.71,0.0,,1116475.5400000003,111647.56,111647.56,111647.56,111647.56,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,,,71,21,2,7,15,7,33763.0
masculino,MARCOS ANTONIO PEREIRA,1972-04-04,171852.68999999997,33000.03,21288.53,42830.84,19781.81,31532.05,17820.2,2744.05,883.19,735.01,978.18,258.8,,1111467.68,111386.7,111386.7,111386.7,111386.7,111386.7,111180.66,109193.42,111386.7,111386.7,111386.7,,,79,13,0,32,8,2,33763.0
masculino,MARLON ARATOR SANTOS DA ROSA,1975-09-25,342082.31,24466.62,19158.58,27520.14,82930.62,59334.2,35941.42,30893.15,15236.67,14231.43,30169.78,2199.7,,1105751.4400000002,111188.97,111502.04,111502.04,111502.04,111502.04,109087.84,111502.04,111502.04,111502.04,104960.35,,,63,29,20,7,7,3,33763.0
masculino,ANTONIO DA CRUZ FILGUEIRA NETO,1992-04-25,420870.26,52702.54,51161.51,54284.92,48630.65,43394.41,32253.04,34492.26,31643.88,27540.63,42959.03,1807.39,,1112762.5499999998,111586.84,110907.07,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,,,76,16,4,17,29,16,33763.0
masculino,MARX BELTRÃO LIMA SIQUEIRA,1979-11-28,286848.74000000005,43947.39,60863.33,59802.08,39037.85,24587.92,10485.07,8409.92,2.48,198.65,39514.05,0.0,,1105015.07,111500.15,105630.21,108240.46,111402.45,111417.01,111417.01,111417.01,111387.27,111301.75,111301.75,,,83,9,3,32,28,24,33763.0
masculino,MAURÍCIO ALEXANDRE DZIEDRICKI,1979-07-26,378904.42000000004,28557.96,41243.96,59588.36,44634.78,61628.19,34814.58,28693.5,28155.6,27746.72,23740.77,100.0,,1094729.05,111082.77,111611.06,111268.24,110282.65,109535.38,108881.43,102269.49,108505.54,111074.03,110218.46,,,90,2,1,11,28,20,33763.0
masculino,CARLOS MAURO BENEVIDES FILHO,1959-03-09,259295.91,21129.13,18098.14,36566.13,44445.37,32089.23,29659.65,21607.31,13765.35,7891.6,33025.01,1018.99,,1007041.5,93447.35,99891.99,102672.1,105278.45,105278.45,105278.45,103707.6,97162.37,97162.37,97162.37,,,88,4,0,28,1,0,33763.0
masculino,MAURO RIBEIRO LOPES,1936-05-24,332160.11000000004,29210.99,42786.99,43725.4,42443.21,51164.98,31636.03,29963.37,26198.94,19363.5,15666.7,0.0,,1090963.84,111241.16,111241.16,111038.05,110514.27,111241.16,111241.16,111241.16,104860.7,98879.02,109466.0,,,84,8,8,20,24,24,33763.0
masculino,MERLONG SOLANO NOGUEIRA,1958-09-17,326197.01000000007,32534.86,34007.17,65910.85,49741.86,44576.54,33550.37,18790.8,882.39,2185.46,41562.14,2454.57,,1101261.9300000002,111514.07,111514.07,109889.21,108365.9,108365.9,108365.9,111006.3,111514.07,109968.51,110758.0,,,83,9,1,49,20,15,33763.0
masculino,MAURO NAZIF RASUL,1959-01-30,105889.65000000001,4235.25,3815.58,13417.43,17031.41,26117.27,21453.99,8734.3,4519.14,1.25,6106.45,457.58,,1108083.45,110974.34,110974.34,110974.34,110974.34,110974.34,110869.4,110263.46,110130.21,110974.34,110974.34,,,91,1,1,36,25,25,33763.0
masculino,MIGUEL LOMBARDI,1964-01-29,220423.22999999998,21529.06,20198.21,30632.06,38065.72,45564.65,12768.86,16882.42,10720.35,11587.9,8071.09,4402.91,,1101861.13,110285.02,110027.91,108913.76,108699.5,108742.35,110027.91,110185.82,111659.62,111659.62,111659.62,,,92,0,0,59,13,13,33763.0
masculino,MILTON COELHO DA SILVA NETO,1964-12-21,415186.29000000004,41372.83,54381.3,41283.16,61001.85,69046.75,36898.77,32238.51,31948.13,25293.35,20799.93,921.71,,1042259.69,98440.42,99358.12,99358.12,99628.66,106925.15,98996.63,107236.13,110253.98,110995.68,111066.8,,,73,19,9,13,13,8,33763.0
masculino,MISAEL ARTUR FERREIRA VARELLA,1959-11-27,299785.19,40550.65,28772.67,40433.83,36515.71,55694.58,22863.7,26098.84,9549.21,6139.63,32867.48,298.89,,1113759.47,111649.87,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111463.71,109877.65,,,72,20,4,2,11,9,33763.0
masculino,MILTON VIEIRA PINTO,1962-09-16,285124.17,15104.76,24431.95,43074.46,32806.86,43685.44,26364.39,34727.21,27787.62,21615.96,15525.52,0.0,,1094408.85,109457.78,109457.78,106894.46,106497.63,106497.63,109984.28,110730.78,111653.57,111653.57,111581.37,,,76,16,7,20,15,10,33763.0
masculino,NEREU CRISPIM,1963-07-21,421208.83,52892.77,67730.02,46926.51,36681.89,35764.37,43612.55,21861.94,16947.45,12990.65,84534.84,1265.84,,1097932.79,109332.85,110197.3,111617.15,111498.26,111444.57,109844.51,108850.5,107832.63,108701.27,108613.75,,,76,16,1,36,30,14,33763.0
masculino,NERI GELLER,1968-11-07,331859.72000000003,26016.06,29783.49,39536.45,41096.72,45632.52,37712.93,29857.26,35665.64,22036.3,22888.71,1633.64,,1109132.74,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,105317.58,111647.55,110634.76,,,60,32,18,25,25,18,33763.0
masculino,NELSON NED PREVIDENTE,1960-02-14,367306.8599999999,51552.78,56554.42,57033.13,51660.97,58746.46,6365.91,10378.0,3887.61,6650.92,59712.6,4764.06,,980717.9999999999,110616.22,110616.22,110616.22,110616.22,110616.22,110616.22,102405.85,66158.1,63594.02,84862.71,,,79,13,4,20,0,0,33763.0
masculino,NEUCIMAR FERREIRA FRAGA,1966-06-26,361685.36,34545.81,33612.52,49730.98,55029.76,67613.75,35393.03,21575.54,12366.55,10463.83,38694.76,2658.83,,1098923.4300000002,111368.66,111040.46,111107.83,111107.83,109270.87,107980.3,110501.19,110501.19,107478.78,108566.32,,,87,5,4,68,7,7,33763.0
masculino,NILTO IGNACIO TATTO,1963-07-31,343362.5,21771.11,30106.02,49511.22,34833.12,65168.75,26285.28,25096.49,26593.94,14143.77,37174.67,12678.13,,1114366.1500000001,111240.1,111304.77,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,,,87,5,1,28,21,17,33763.0
masculino,NEWTON CARDOSO JUNIOR,1979-11-11,282055.81999999995,62781.95,58116.52,45506.36,30662.5,33316.42,24375.56,21306.96,5675.41,213.73,73.61,26.8,,1098429.5,111046.4,110209.9,111152.64,110209.9,110209.9,110104.96,108206.02,109148.38,109148.38,108993.02,,,85,7,6,25,13,12,33763.0
masculino,NEY LEPREVOST NETO,1973-10-26,250300.45,28018.44,32989.51,37760.39,35739.57,26480.21,19925.2,69342.63,44.5,,,,,730472.1,0.0,0.0,0.0,76475.21,102555.61,109080.88,109944.25,111055.51,110166.27,111194.37,,,58,8,2,51,4,0,33763.0
masculino,NILSON PINTO DE OLIVEIRA,1952-03-25,340817.41000000003,39664.04,46872.66,56655.2,37457.02,35301.13,36143.13,32546.53,26440.59,14982.99,14304.13,449.99,,1102101.46,111368.62,111368.62,111368.62,109207.75,109771.77,111671.95,111671.95,110439.24,109852.23,105380.71,,,77,15,15,26,39,39,33763.0
masculino,NIVALDO FERREIRA DE ALBUQUERQUE NETO,1988-01-07,394279.73,51142.75,32527.8,37455.06,44128.8,45988.02,40122.75,36721.32,36428.86,25644.56,44119.81,0.0,,1108543.32,109956.52,110816.48,110816.48,110816.48,110816.48,110835.89,111538.32,111538.32,111538.32,109870.03,,,67,25,15,3,24,19,33763.0
masculino,ANTONIO CARLOS NICOLETTI,1981-07-21,372953.96,38016.72,67484.95,68546.23,46662.93,44145.52,29902.09,21903.43,14408.35,16165.84,24630.72,1087.18,,1041585.9500000001,106715.96,104753.67,100268.19,104648.11,102051.33,104582.59,104199.41,104950.39,104708.15,104708.15,,,75,17,16,59,31,31,33763.0
masculino,ODAIR JOSÉ DA CUNHA,1976-06-18,312278.47000000003,55346.62,34653.62,37546.58,42542.21,34172.8,29794.44,18443.73,32816.78,7463.12,18905.38,593.19,,1102598.87,111079.82,110852.83,110852.83,109882.9,111168.04,110621.09,105404.52,110351.88,111192.48,111192.48,,,83,9,3,10,5,4,33763.0
masculino,OSMAR GASPARINI TERRA,1950-02-18,357380.77999999997,33397.85,46176.89,34640.39,49625.96,53227.35,32297.67,37884.2,36597.23,10760.37,15804.5,6968.37,,1112941.7300000002,109825.73,111653.7,111653.7,111653.7,111653.7,111406.01,110461.51,111544.56,111544.56,111544.56,,,78,14,1,51,20,1,33763.0
masculino,OLIVAL HENRIQUE MARQUES DE SOUZA,1982-01-09,348705.13000000006,64969.14,46736.63,44780.36,30622.11,46335.41,33972.17,36328.22,102.58,52.03,44758.25,48.23,,1111361.3900000001,111623.31,111623.31,109592.61,111004.98,111649.12,111623.31,111623.31,111623.31,111623.31,109374.82,,,81,11,5,14,22,21,33763.0
masculino,ORLANDO SILVA DE JESUS JUNIOR,1971-05-27,347684.93,34078.45,50115.29,48011.52,36761.9,35143.24,42254.79,31343.85,29333.12,17559.57,22948.2,135.0,,1111690.71,111617.03,111617.03,111617.03,111617.03,111617.03,110482.75,110592.71,110092.96,111501.8,110935.34,,,86,6,0,55,31,29,33763.0
masculino,OSMAR JOSÉ SERRAGLIO,1948-05-23,322631.42000000004,19077.7,29207.4,26130.41,20067.8,44531.69,51037.47,44790.12,55420.83,11647.4,19012.2,1708.4,,1078596.1900000002,102045.23,102045.23,102373.18,107128.41,107128.41,111455.77,111604.99,111604.99,111604.99,111604.99,,,90,2,0,18,6,5,33763.0
masculino,OSIRES RODRIGUES DAMASO,1963-04-16,257099.87,31408.43,40910.15,58301.89,73416.69,21231.6,1370.5,28450.28,2010.33,,,,,1079907.46,110263.55,111361.15,110459.82,110403.44,108465.34,105166.62,104902.35,104902.35,106842.2,107140.64,,,53,7,3,28,17,10,33763.0
masculino,OSSESIO JOSE DA SILVA,1954-12-09,347749.81,22856.08,32967.51,44885.09,44251.03,42878.97,36165.64,32571.0,36167.25,24417.17,28495.13,2094.94,,1048780.85,95126.13,100049.61,100049.61,101155.61,107399.42,109451.62,109451.62,109451.62,109451.62,107193.99,,,91,1,1,40,24,24,33763.0
masculino,ONYX DORNELLES LORENZONI,1954-10-03,146437.17,2593.42,28196.18,26612.67,21776.63,21981.35,21195.51,7837.63,15591.09,652.69,,,,643704.98,0.0,0.0,1497.48,80959.97,107801.6,110926.9,98786.99,82200.32,78655.54,82876.18,,,54,15,15,11,15,15,33763.0
masculino,OTONI MOURA DE PAULO JUNIOR,1976-11-22,315436.39,29251.54,38621.21,35407.31,38157.3,34241.98,39525.24,32193.49,28983.36,14438.89,24616.07,0.0,,1094715.3299999998,111344.26,111344.26,103979.14,109309.25,108218.25,109698.65,110326.95,111397.23,108096.55,111000.79,,,84,8,4,22,15,10,33763.0
masculino,JOSE OTACI BARROSO DO NASCIMENTO,1977-08-18,376012.81,34097.64,49392.31,48210.97,34983.27,71884.29,52613.86,34187.15,24172.09,19176.44,7294.79,0.0,,1060727.53,110634.47,110634.47,111461.19,104089.69,105399.95,109079.92,98027.86,102477.45,105600.39,103322.14,,,74,18,14,9,39,36,33763.0
masculino,LUIZ GOULARTE ALVES,1962-06-06,288427.8,17529.81,25209.26,29794.99,33767.73,60114.45,51834.55,20110.94,22280.94,15181.93,11105.5,1497.7,,1095279.8199999998,108232.4,109781.35,109900.5,109900.5,109900.5,109900.5,108325.93,109537.14,109900.5,109900.5,,,83,9,3,79,7,4,33763.0
masculino,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,1979-08-16,319812.15,60278.28,45102.92,59103.24,25424.98,22413.28,4801.02,102688.43,0.0,,,,,768663.19,0.0,0.0,0.0,99490.98,111544.01,111370.3,111559.83,111589.2,111555.3,111553.57,,,54,14,8,22,36,29,33763.0
masculino,LUIZ HILOSHI NISHIMORI,1949-04-09,330074.38,26662.66,40716.7,40962.2,48292.97,35368.39,19045.34,23509.88,23445.46,13016.89,59053.89,0.0,,1109933.29,110729.39,107428.89,110412.97,111629.27,111629.27,111629.27,111629.27,111586.42,111629.27,111629.27,,,70,22,3,19,13,7,33763.0
masculino,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,1977-12-10,270984.21,31403.73,29475.83,44044.7,36275.81,37791.57,25474.97,22228.02,13587.63,12264.36,18437.59,0.0,,1104744.4600000002,111586.85,109394.7,110910.09,111665.82,111665.82,111665.82,111338.69,111132.04,111132.04,104252.59,,,92,0,0,58,1,1,33763.0
