genero,nome,data_nascimento,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,salario_bruto
masculino,FERNANDO RODOLFO TENORIO DE VASCONCELOS,1983-11-17,302649.07999999996,34398.75,35640.31,48456.09,61790.5,42253.99,30175.92,26376.1,10140.69,7883.19,5533.54,0.0,,1015741.6599999999,110824.9,108472.48,109833.05,104726.42,110607.73,107797.77,106334.87,77927.2,90812.99,88404.25,,,83,9,5,17,54,51,33763.0
masculino,FERNANDO BEZERRA DE SOUZA COELHO FILHO,1984-02-28,289091.64,32904.38,35321.53,50966.51,42640.35,22991.65,38141.86,34943.44,7902.03,1571.47,20930.42,778.0,,1087816.23,106461.21,106461.21,106461.21,106461.21,107548.75,111277.47,111277.47,110295.4,110786.15,110786.15,,,81,11,6,6,43,39,33763.0
masculino,FLÁVIO RODRIGUES NOGUEIRA,1953-02-27,395772.41,38329.27,41835.51,39604.13,37048.37,42494.03,47068.0,42082.62,36727.61,36484.39,34098.48,0.0,,1106884.69,110937.69,110937.69,111074.66,110962.76,111467.18,111544.27,111544.27,111544.27,111544.27,105327.63,,,91,1,0,39,4,4,33763.0
masculino,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,1991-05-29,289321.08,39534.77,31282.38,56382.81,46765.21,50641.59,43365.67,18271.75,239.65,40.19,1714.17,1082.89,,938905.52,97669.43,98842.46,98853.61,101434.99,105314.69,105934.61,105601.33,88221.2,71613.4,65419.8,,,82,10,0,13,13,10,33763.0
masculino,FLAVIANO FLÁVIO BAPTISTA DE MELO,1949-11-17,438870.20999999996,34282.68,37155.36,51227.13,29713.9,79405.7,25480.53,38048.4,39592.1,54822.12,29142.29,20000.0,,1104480.6500000001,107904.83,107983.89,111367.03,111659.62,111659.62,111659.62,111659.62,110227.3,110179.56,110179.56,,,82,10,0,3,1,1,33763.0
masculino,FRANCISCO RODRIGUES VALE JUNIOR,1969-03-15,309142.86000000004,17093.58,30616.27,50032.21,33547.1,38718.63,30008.06,31405.2,20504.95,10000.71,26688.21,20527.94,,1076485.1,110440.58,110440.58,110440.58,110440.58,108630.41,108370.3,101304.39,105472.56,105472.56,105472.56,,,87,5,2,25,8,6,33763.0
masculino,FREDERICO BORGES DA COSTA,1977-07-12,285262.12000000005,14730.3,29479.43,41701.41,55095.45,44266.74,24177.23,21336.08,23057.48,15301.98,12687.52,3428.5,,1077826.83,110167.89,108567.01,109305.97,109305.97,109563.08,108452.71,101554.25,109006.01,107977.56,103926.38,,,83,9,0,14,6,5,33763.0
masculino,FRANCO CARTAFINA GOMES,1986-11-03,318135.19999999995,28065.1,33009.58,43304.17,45119.68,52088.32,34699.31,22247.15,51692.11,5409.62,2332.94,167.22,,1112857.7600000002,110962.06,110962.06,110962.06,110962.06,111166.17,111568.67,111568.67,111568.67,111568.67,111568.67,,,86,6,3,44,19,15,33763.0
masculino,ANTONIO RIBEIRO,1944-03-03,361696.7,40812.78,41699.11,53527.13,42212.73,53135.08,32573.14,21560.81,17788.85,19494.29,37582.25,1310.53,,1106146.5199999998,110889.19,110889.19,110889.19,110313.55,109560.78,110047.86,110889.19,110889.19,110889.19,110889.19,,,86,6,0,30,18,14,33763.0
masculino,GELSON DE AZEVEDO ALMEIDA,1965-01-10,320500.7300000001,17208.87,18142.04,73589.54,23955.82,60671.3,21380.73,24088.36,10719.92,15215.86,4613.07,50915.22,,1112585.6500000001,111429.1,111429.1,111429.1,111207.7,111523.22,111580.75,111580.75,111580.75,111580.75,109244.43,,,88,4,4,17,13,13,33763.0
masculino,GENECIAS MATEUS NORONHA,1963-03-13,182956.8,6912.14,17143.52,35003.95,26327.99,19477.71,14497.11,13104.39,10260.84,26907.04,13322.11,0.0,,1012113.8199999998,92989.03,98109.44,100534.9,101430.22,99984.28,106905.63,103040.08,103040.08,103040.08,103040.08,,,58,34,3,0,0,0,33763.0
masculino,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,1954-08-06,219516.19999999998,17011.69,44800.56,44569.19,22660.96,25933.02,28500.81,13743.54,9053.72,5578.56,7617.8,46.35,,730045.6600000001,67824.41,70484.71,70484.71,74499.52,79446.76,86394.48,95109.95,76397.8,54701.66,54701.66,,,89,3,3,132,21,21,33763.0
masculino,ELIÉSER GIRÃO MONTEIRO FILHO,1955-05-08,363091.99000000005,37148.25,58184.62,39315.76,43316.28,45230.05,37619.01,23969.66,26317.64,11257.52,39833.77,899.43,,1114542.85,111550.61,111550.61,111550.61,111550.61,111550.61,110587.36,111550.61,111550.61,111550.61,111550.61,,,85,7,3,47,9,6,33763.0
masculino,EUGENIO JOSÉ ZULIANI,1976-01-13,286007.56,35715.9,40468.18,42837.22,40713.17,63995.25,18553.55,16151.75,15973.11,2755.29,8115.64,728.5,,1080042.5199999998,111641.38,111641.38,111641.38,106897.3,106370.18,106370.18,106370.18,106370.18,106370.18,106370.18,,,51,41,24,9,54,37,33763.0
masculino,GERVÁSIO AGRIPINO MAIA,1975-04-14,270049.07,23330.03,37075.33,36581.92,43748.87,45588.36,26193.97,18498.45,14012.0,10194.19,13781.2,1044.75,,1105894.42,111615.5,110598.88,110561.62,110298.77,109955.04,109955.04,110552.62,111283.45,110263.58,110809.92,,,81,11,6,36,19,14,33763.0
masculino,FERNANDO LÚCIO GIACOBO,1970-12-17,369972.81,27455.42,49074.18,58575.31,7832.83,52242.7,38497.82,8820.58,6333.82,4309.92,66740.23,50090.0,,1096371.61,110392.0,111089.37,110699.96,111659.53,111616.68,104856.92,111659.53,110779.99,111160.32,102457.31,,,86,6,5,13,8,7,33763.0
masculino,GILLIANO FRED NASCIMENTO CUTRIM,1979-10-26,406001.14,46898.79,47176.96,48122.54,51226.09,58582.87,18377.58,25986.45,21934.68,12653.68,75041.5,0.0,,1115308.0200000003,111301.75,111301.75,111619.5,111641.41,111641.41,111641.41,111641.41,111641.41,111641.41,111236.56,,,76,16,11,22,31,27,33763.0
masculino,GILBERTO APARECIDO ABRAMO,1966-08-06,276601.65,18146.52,22003.33,27404.71,34209.75,32718.06,23558.03,15039.8,18280.76,12603.88,12846.34,59790.47,,1077796.5199999998,106564.34,106564.34,107092.65,108384.08,108384.08,108384.08,107270.71,108384.08,108384.08,108384.08,,,85,7,5,19,7,6,33763.0
masculino,GILBERTO NASCIMENTO SILVA,1956-07-09,404619.87999999995,42667.83,49626.23,52149.16,48827.83,41954.56,33307.84,45287.25,30344.91,25638.8,28819.14,5996.33,,1077002.9,110917.37,111198.75,111198.75,111198.75,106097.59,109244.31,100666.68,106570.48,106570.48,103339.74,,,65,27,0,29,12,9,33763.0
masculino,GILSON MARQUES VIEIRA,1981-04-12,50883.26,3483.84,5736.09,5095.21,6494.69,11767.82,7335.78,6816.37,1383.89,3.11,2766.46,0.0,,798657.1599999999,78079.2,78079.2,78079.2,79784.92,80772.44,80772.44,80772.44,80772.44,80772.44,80772.44,,,88,4,0,40,10,5,33763.0
masculino,GIOVANI CHERINI,1960-06-23,419082.82999999996,35135.42,42357.46,49953.41,49975.7,53766.31,54876.19,39994.44,42715.35,21531.51,27017.18,1759.86,,1114323.38,111574.7,111574.7,111574.7,111574.7,111574.7,110520.47,111205.28,111574.71,111574.71,111574.71,,,86,6,3,40,16,13,33763.0
masculino,GIOVANI BATISTA FELTES,1957-04-10,296462.55,32091.85,37369.29,35989.03,63623.79,29111.39,20875.74,31955.95,26391.45,8680.69,8989.17,1384.2,,1095245.2900000003,111083.28,111101.04,111544.86,109378.77,108521.73,109627.69,107747.07,108089.89,109075.48,109075.48,,,91,1,1,18,4,4,33763.0
masculino,DANIEL GOMES DE ALMEIDA,1955-01-21,356199.86,58756.35,47548.42,45375.86,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,,1116596.1,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,,,90,2,0,38,37,37,33763.0
masculino,DANIEL COSTA DE FREITAS,1982-04-03,305465.82999999996,38606.89,24248.4,43103.43,47999.13,45138.9,30847.1,32894.95,25917.35,4096.46,12109.81,503.41,,1099503.46,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,,,77,15,15,3,0,0,33763.0
masculino,DANIEL LUCIO DA SILVEIRA,1982-11-25,307400.83999999997,35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,14939.77,1149.43,,1050905.67,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.8,107120.36,107862.35,111382.87,,,89,3,2,87,59,58,33763.0
masculino,DANIEL PIRES COELHO,1978-11-04,360896.57999999996,56899.01,47545.19,51524.56,44454.63,36128.3,30323.85,32107.75,22965.49,20599.99,18151.21,196.6,,1114987.92,111319.0,111580.81,111580.81,111580.81,111332.51,111580.82,111559.7,111471.69,111474.71,111507.06,,,91,1,1,6,0,0,33763.0
masculino,DANIEL TRZECIAK DUARTE,1986-11-04,214073.24,9307.83,15955.97,16366.04,39352.32,18241.57,20817.46,28100.3,16051.09,16840.25,32070.78,969.63,,1044495.31,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,,,86,6,0,31,14,6,33763.0
masculino,FRANCISCO DANILO BASTOS FORTE,1958-09-01,399293.34,67906.91,48807.99,40578.79,52959.1,80716.86,57550.28,22707.17,9622.62,6546.36,11778.36,118.9,,1052260.5899999999,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.4,,,86,6,3,42,23,21,33763.0
masculino,DANILO JORGE DE BARROS CABRAL,1967-04-21,287464.54,23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,39648.42,840.18,,1005945.6900000001,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,,,83,9,6,8,28,22,33763.0
masculino,DANRLEI DE DEUS HINTERHOLZ,1973-04-18,219897.65,0.0,39413.57,38636.46,43580.07,37837.68,23198.87,20183.29,17047.71,0.0,,,,702641.0900000001,0.0,0.0,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.0,107989.17,,,50,18,11,17,36,27,33763.0
masculino,DARCI DE MATOS,1961-11-08,269534.87,27456.09,37612.31,41962.71,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,20268.72,866.01,,1112429.82,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,,,80,12,10,55,12,9,33763.0
masculino,DAVID MICHAEL DOS SANTOS MIRANDA,1985-05-10,242667.94999999998,35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,-817.25,5613.28,0.0,,937841.64,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,,,66,26,11,23,11,7,33763.0
masculino,DAVID BEZERRA RIBEIRO SOARES,1973-12-21,183939.37,31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,4802.08,300.02,,,,1068591.77,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,,,63,14,3,47,13,1,33763.0
masculino,ANTÔNIO DA LUZ FURTADO,1972-01-06,288816.41,34263.89,43088.49,42959.2,32920.98,47359.21,16303.12,19852.22,12243.23,8092.66,27244.72,4488.69,,1115182.54,110967.56,111125.87,111617.2,111617.2,111617.2,111623.07,111653.61,111653.61,111653.61,111653.61,,,90,2,1,73,25,19,33763.0
masculino,EDER MAURO CARDOSO BARRA,1960-12-14,325195.22000000003,46351.28,56697.2,17871.34,52514.33,52104.65,51446.49,39019.7,6514.58,2675.65,0.0,0.0,,1101131.44,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,,,79,13,10,4,12,12,33763.0
masculino,MARCELO EDUARDO FREITAS,1976-03-04,290526.27999999997,31421.05,43796.1,37148.52,24745.4,39348.34,29355.58,26303.93,19417.0,19550.28,18633.84,806.24,,1067668.9600000002,104088.18,105813.1,103290.21,102664.07,110724.59,111483.8,111483.8,107272.97,107289.51,103558.73,,,80,12,6,66,2,1,33763.0
masculino,PABLO OLIVA SOUZA,1976-07-26,369191.63,28267.0,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.2,17440.0,7823.37,2161.82,,977905.0800000001,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,,,78,14,14,112,30,30,33763.0
masculino,WALDIR SOARES DE OLIVEIRA,1962-11-28,149309.65,14119.59,16610.96,17642.5,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,11921.51,903.5,,987728.9200000002,101978.63,99618.58,96319.6,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.0,,,86,6,0,7,49,44,33763.0
masculino,DENIS ANDERSON DA ROCHA BEZERRA,1980-03-17,400260.91000000003,46094.78,53674.69,52475.51,52185.85,40861.85,33475.4,24901.37,18145.39,17544.23,44329.57,16572.27,,1078559.49,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,,,88,4,3,70,10,9,33763.0
masculino,DIEGO LEONARDO DE ANDRADE CARVALHO,1977-08-08,217838.28000000003,28386.47,32013.45,32859.73,17554.55,41393.91,15224.17,22079.82,8663.35,11458.92,8203.91,0.0,,1109625.1300000001,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.5,109154.5,,,70,22,0,7,20,9,33763.0
masculino,DIEGO ALEXSANDER GONCALO PAULA GARCIA,1984-10-10,263861.19,9153.29,13917.88,34960.78,39069.9,47847.45,36301.69,32663.59,20367.53,6819.55,16986.39,5773.14,,916158.19,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,,,89,3,0,134,46,43,33763.0
masculino,DIMAS FABIANO TOLEDO JÚNIOR,1973-05-23,283523.77,30575.4,29897.78,36489.01,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,12634.33,1207.0,,965287.1000000001,92717.74,90647.71,88844.0,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,,,86,6,1,18,4,1,33763.0
masculino,DOMINGOS GOMES DE AGUIAR NETO,1988-04-29,346157.45000000007,33731.48,52313.1,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,44468.47,0.0,,1105842.15,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,,,79,13,7,30,31,25,33763.0
masculino,DOMINGOS SÁVIO CAMPOS RESENDE,1957-03-25,311182.97000000003,24341.19,52616.35,44927.02,32735.37,48074.76,26928.66,27300.43,24815.98,18843.4,9599.0,1000.81,,1108990.28,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,,,87,5,2,29,7,6,33763.0
masculino,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,1973-12-15,266546.32,27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,10202.91,5508.98,49.8,,1074387.8100000003,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,,,67,25,25,14,22,22,33763.0
masculino,JAZIEL PEREIRA DE SOUSA,1961-05-03,332318.9799999999,53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,8227.66,0.0,,1115897.66,111279.95,111565.34,111653.51,111653.51,111653.51,111477.8,111653.51,111653.51,111653.51,111653.51,,,69,23,20,12,27,26,33763.0
masculino,FREDERICO DE CASTRO ESCALEIRA,1977-03-24,310970.98000000004,31170.62,36914.75,42269.93,38087.59,42514.0,33769.22,28862.16,24728.5,11486.99,20931.45,235.77,,1106826.4,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.9,111313.96,109219.49,,,83,9,9,24,57,57,33763.0
masculino,LEONARDO RIBEIRO ALBUQUERQUE,1978-06-14,319714.69,42371.4,36053.31,44978.86,51992.4,41703.89,36956.95,29525.44,11128.25,9478.35,15240.77,285.07,,1047250.0400000002,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,,,91,1,1,27,3,2,33763.0
masculino,ZACARIAS CALIL HAMU,1953-11-05,227743.53,25614.66,32870.88,33504.56,32975.66,32600.29,18394.14,17770.75,7364.25,5479.94,20331.91,836.49,,806210.4099999997,83672.5,77891.18,81413.26,83956.98,83956.98,83754.79,77891.18,77891.18,77891.18,77891.18,,,82,10,0,85,35,27,33763.0
masculino,LUIZ ALBERTO OVANDO,1949-09-25,353911.42,40038.05,41231.34,52947.39,46480.82,47335.38,30870.88,29474.27,27038.62,21752.29,13797.33,2945.05,,973451.59,96640.72,96640.72,97315.81,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,,,86,6,1,70,12,12,33763.0
masculino,EDUARDO LUIZ BARROS BARBOSA,1958-08-25,247845.06,22913.32,25992.8,30951.65,37263.0,34686.06,29255.32,23832.28,9244.83,5608.98,27466.51,630.31,,1114565.19,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111485.04,,,92,0,0,91,17,17,33763.0
masculino,EDILAZIO GOMES DA SILVA JUNIOR,1981-05-04,274890.22,29645.7,67991.37,21709.65,54054.0,19692.5,28378.82,18023.27,5308.77,14235.23,15850.91,0.0,,1113908.02,111402.54,111185.22,111659.65,111166.3,111659.65,111659.65,111659.65,110963.46,111241.12,111310.78,,,87,5,0,12,1,0,33763.0
masculino,ÉDIO VIEIRA LOPES,1952-01-04,352768.45999999996,42432.81,39836.4,47117.63,54268.93,97784.62,14519.68,22739.81,16900.14,1349.74,15390.97,427.73,,1109839.83,110495.02,110495.02,111469.88,111408.97,111368.53,111370.96,111441.31,111441.31,111441.31,108907.52,,,71,21,16,18,7,5,33763.0
masculino,EDUARDO NANTES BOLSONARO,1984-07-10,290688.8,19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.4,29120.22,20452.3,9195.67,451.65,,1098174.63,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,,,76,16,2,27,18,12,33763.0
masculino,EDUARDO HENRIQUE MAIA BISMARCK,1981-11-14,387671.82999999996,42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,32141.23,2339.58,,1081811.75,108439.6,100116.32,102925.37,105453.61,109885.0,110998.37,110998.37,110998.37,110998.37,110998.37,,,81,11,0,72,16,9,33763.0
masculino,JOSE EDUARDO PEREIRA DA COSTA,1968-02-16,333478.23,37602.77,29483.97,45130.56,42628.52,64988.16,22063.45,21894.85,13694.3,16136.05,37509.9,2345.7,,1112028.74,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.5,111374.63,110511.03,,,83,9,0,10,15,9,33763.0
masculino,EDUARDO PEDROSA CURY,1963-09-19,331285.52,44245.79,43411.0,38868.35,28628.41,38316.02,37405.99,32488.4,25399.98,15738.89,25605.38,1177.31,,989725.85,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.6,98460.6,98460.6,109819.29,,,88,4,1,73,4,3,33763.0
masculino,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,1972-10-17,329401.1,34083.35,42566.48,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16566.48,23578.92,0.0,,1055312.52,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,,,84,8,5,2,41,40,33763.0
masculino,EFRAIM DE ARAÚJO MORAIS FILHO,1979-03-18,265206.48999999993,31920.25,54289.28,52463.46,51650.4,42763.1,7412.58,9627.39,8755.96,1.36,5893.42,429.29,,1115589.6199999999,111148.6,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,,,73,19,10,6,19,14,33763.0
masculino,ELI DIAS BORGES,1960-09-01,389429.95,31188.98,46066.46,51592.15,46239.19,48724.2,43313.71,41770.08,35826.39,32575.57,10263.37,1869.85,,1104364.78,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,,,81,11,11,6,11,11,33763.0
masculino,ELIAS VAZ DE ANDRADE,1966-07-04,167084.01,15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,15362.24,512.15,,1074212.44,105866.83,105866.83,104555.04,105866.83,106630.73,108826.95,108826.95,108826.95,108826.95,110118.38,,,82,10,1,81,19,14,33763.0
masculino,ADRIANO ELI CORRÊA,1976-01-13,265305.28,22593.3,23225.37,28285.66,57687.8,56126.53,30297.57,22196.45,6522.28,421.69,17948.63,0.0,,1048068.7200000001,105205.6,105205.6,105205.6,105205.6,101881.14,104761.01,106115.52,106115.52,106115.52,102257.61,,,82,10,10,42,27,27,33763.0
masculino,ELMAR JOSE VIEIRA NASCIMENTO,1970-07-06,401079.82,11585.43,41325.81,49088.47,60314.77,42793.2,47062.33,37636.26,47299.08,35534.24,28440.23,0.0,,1088843.14,111611.09,111611.09,111611.09,111095.09,111611.09,110283.89,98339.09,103946.26,108324.61,110409.84,,,68,24,0,1,0,0,33763.0
masculino,EMANUEL PINHEIRO DA SILVA PRIMO,1995-01-05,260989.19999999998,18918.9,40897.04,43529.5,29158.03,34158.66,52895.35,15688.43,14630.6,825.9,6028.96,4257.83,,1067534.6700000002,108820.92,109941.35,111435.25,111435.25,110245.56,109803.54,108192.76,97773.24,100583.45,99303.35,,,70,22,19,11,8,7,33763.0
masculino,EMIDIO ALVES MADEIRA JUNIOR,1967-03-10,300056.22000000003,56761.57,45061.77,39330.09,32196.96,44434.07,26760.94,20847.93,15245.77,11938.26,7418.86,60.0,,1114845.3900000001,110980.22,110980.22,111528.12,111617.15,111623.22,111623.22,111623.28,111623.32,111623.32,111623.32,,,80,12,0,16,6,2,33763.0
masculino,ENIO JOSÉ VERRI,1961-03-27,350522.14999999997,38190.58,37467.64,68879.63,38986.43,43960.07,29704.02,25886.97,22258.37,24764.98,20363.46,60.0,,1111367.6099999999,111398.83,111398.83,111398.83,110220.44,110749.59,110538.29,111455.18,110876.18,111665.72,111665.72,,,89,3,1,32,4,4,33763.0
masculino,ENRICO VAN BLARCUM DE GRAAFF MISASI,1994-08-06,323053.9799999999,24947.21,28095.55,42425.59,43740.7,54222.55,37817.19,41206.87,22642.88,16871.36,11025.61,58.47,,1106991.7,111586.88,111302.18,110816.09,106788.8,110974.2,110159.38,111013.37,111312.77,111544.46,111493.57,,,87,5,5,43,21,21,33763.0
masculino,EROS FERREIRA BIONDINI,1971-05-20,281611.85000000003,22401.97,30438.97,33405.69,31526.03,36712.77,29487.2,35290.07,20709.2,17992.3,21750.88,1896.77,,836020.3999999999,90223.04,90223.04,86035.27,78682.22,79786.71,78922.44,78922.44,79682.04,86771.6,86771.6,,,88,4,0,33,15,14,33763.0
masculino,EUCLYDES MARCOS PETTERSEN NETO,1984-08-15,239749.55000000002,39458.55,34224.98,28593.33,36303.64,35945.83,21880.35,11556.55,10510.19,6865.31,11508.98,2901.84,,1102008.88,101942.13,110241.46,111623.19,111623.22,111623.22,110951.73,109856.3,110901.19,111623.22,111623.22,,,77,15,1,6,19,13,33763.0
masculino,EVAIR VIEIRA DE MELO,1972-04-02,316638.7,38264.38,46197.13,62458.72,38441.09,43315.06,24394.91,23069.95,14844.44,2615.55,22921.21,116.26,,1096962.77,106904.01,110527.26,107201.84,107178.21,108042.26,111172.72,111328.33,111555.88,111526.13,111526.13,,,87,5,2,67,5,4,33763.0
masculino,EXPEDITO GONCALVES FERREIRA NETTO,1988-10-05,222912.38999999998,14767.54,30093.83,33348.33,30510.09,25416.15,18925.02,27570.19,12641.28,1388.85,26729.31,1521.8,,1099381.29,111544.33,111544.33,111544.33,111529.16,111539.45,111100.52,109785.83,109894.82,110132.19,100766.33,,,82,10,1,2,19,16,33763.0
masculino,FABIO HENRIQUE SANTANA DE CARVALHO,1972-06-19,393613.32,40955.79,38278.23,46688.34,53420.14,51837.95,35534.63,55589.55,49846.87,10956.64,10467.67,37.51,,1103960.07,110763.22,111436.47,110870.47,105066.49,109456.57,110377.32,111465.54,111465.54,111465.54,111592.91,,,90,2,2,75,22,22,33763.0
masculino,FÁBIO AUGUSTO RAMALHO DOS SANTOS,1961-12-22,289106.94000000006,37959.25,46993.7,34431.36,27698.63,36101.94,23280.97,25058.29,19706.66,17071.96,19557.03,1247.15,,1073082.8,106849.52,105995.76,104102.48,110337.36,103699.99,104762.87,104762.87,110775.07,111665.77,110131.11,,,88,4,4,19,17,17,33763.0
masculino,FABIO CRUZ MITIDIERI,1977-02-24,227041.28,35258.61,43620.72,33042.39,44648.72,45112.33,24812.68,545.83,0.0,,,,,1085769.32,109876.31,106389.76,109876.31,109876.31,109876.31,107693.02,97566.52,111538.26,111538.26,111538.26,,,54,18,8,17,27,19,33763.0
masculino,FABIO DE ALMEIDA REIS,1977-04-15,312655.57,39865.8,33581.68,32144.11,43493.01,38648.54,34772.71,32086.43,21185.4,13796.32,22090.53,991.04,,1107209.0500000003,108307.92,109336.37,109408.57,111574.66,111574.66,111574.66,111574.66,111574.66,111574.66,110708.23,,,80,12,8,35,1,1,33763.0
masculino,FÁBIO LUIZ SCHIOCHET FILHO,1988-05-31,376844.52999999997,37195.31,41648.6,42043.11,46815.31,43700.43,50091.13,31304.74,25939.12,21593.26,32923.73,3589.79,,1114119.12,111568.63,111568.63,111568.63,111568.63,111568.63,111544.55,111526.14,111107.56,111107.56,110990.16,,,85,7,4,20,7,5,33763.0
masculino,FÁBIO RICARDO TRAD,1969-08-18,152333.75999999998,9479.45,21339.35,11214.78,41034.1,25209.13,12053.32,5465.7,14089.48,2400.9,10011.5,36.05,,1112229.1400000001,111501.88,111501.88,111501.88,111324.76,111501.88,111501.88,111501.88,111501.88,110217.75,110173.47,,,90,2,1,88,3,3,33763.0
masculino,FAUSTO RUY PINATO,1977-06-01,338123.52999999997,23272.69,28054.73,37320.63,39811.88,63069.18,29443.84,35430.36,32548.24,26577.3,22521.07,73.61,,980822.6799999999,91753.84,90661.58,91078.38,93641.4,98083.43,98203.3,101733.13,105365.38,105151.12,105151.12,,,77,15,3,43,22,11,33763.0
masculino,FELÍCIO LATERÇA DE ALMEIDA,1967-05-26,350247.62,33761.68,41861.86,62060.32,40359.41,38642.49,19555.55,31845.6,22935.73,20966.82,36513.88,1744.28,,1070004.37,103822.74,108245.62,111562.78,109721.17,92281.25,106166.2,108227.55,109988.01,108902.3,111086.75,,,84,8,1,103,12,6,33763.0
masculino,FELIPE AUGUSTO LYRA CARRERAS,1975-04-16,184012.21999999997,14274.35,25074.36,24477.74,14515.87,21740.82,16037.4,21745.42,29974.45,4715.52,11456.29,0.0,,1110530.22,108137.52,111659.58,111659.58,111659.58,111659.58,111571.02,109331.88,111617.16,111617.16,111617.16,,,77,15,9,70,42,33,33763.0
